Institution,Researcher Name,Associated Facilities,Research Areas,Research Chairs/Grant Funding,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Alternative Fuels,Autonomy and AI,Batteries and Fuel Cells,Biocomposites,Coatings and Corrosion,Connected Vehicles,Control,Crashworthiness,Electronics,Forming and Joining,High Strength Steel,Hybrid and Electric Vehicles,Industrial Processes,Injury Prevention,Internal Combustion Engines,Lightweight Metals,Mechatronics,Nanotechnology,Networks and Security,"Noise, Vibration and Harshness",Polymers and Composite Materials,Powertrain,Sensors,Software,Stress and Fracture,Transportation and Charging,Vehicle Design
University of Guelph,"Misra, Manjusri","Ontario BioCar Initiative
Bioproducts Discovery & Development Centre","Biofibers and biocomposites, wood fiber and wood/plastic composites, polymer nanotechnology, surface treatment of nanofibers, nanobiocomposites, self-cleaning nanocoatings, adhesives and paints, extrusion and injection molding of biocomposites.",,Biocomposites,Polymers and composite materials,Nanotechnology,Forming and joining,Coatings and corrosion,,,,x,x,,,,,x,,,,,,,,x,,Err:507,x,,,,,,
University of Guelph,"Mohanty, Amar","Ontario BioCar Initiative
Bioproducts Discovery & Development Centre","Natural fibre composites, all green composites, nanocomposites, renewable resource- and petroleum-based biodegradable polymers, molding techniques, bioplastics, biofuels and biorefinery.","Premier's Research Chair in Biomaterials and Transportation
Ontario Research Fund - Excellence: Innovation and Commercialization of Bio-carbon from Advanced Biorefinery for Green Composite Applications.
Ontario Research Fund - Excellence: Improved Utilization of Co-products from Second Generation Biofuel Industries for the Production of New Industrial Bioproducts.
No NSERC. (Since 2011)",Biocomposites,Nanotechnology,Alternative fuels,,,x,,,x,,,,,,,,,,,,,,x,,Err:507,,,,,,,
University of Guelph,"Moussa, Medhat",Unknown.,"Robotics grasping and manipulation, human-robot interaction and user-adaptive robots, reconfigurable computing, robot learning and embedded machine learning, computer vision and pattern recognition.",NSERC: Enhanced product quality and production efficiency through application of real-time automated inspection.,Autonomy and AI,Industrial processes,,,,,x,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
University of Guelph,"Oliver, Michele",DRiVE Lab,"Heavy machine operator biomechanics, whole body vibration and mitigation methods, driving simulation, reducing repetitive strain injuries.",,Injury Prevention,Industrial processes,,,,,,,,,,,,,,,,x,x,,,,,,Err:507,,,,,,,
University of Guelph,"Rowntree, Paul",Electrochemical Technology Centre,Developing solid oxide fuel cell power plants to replace the internal combustion engine in cars and light trucks.,,Batteries and fuel cells,,,,,,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Guelph,"Simha, Hari",Computational Mechanics Lab,"Damage and failure of automotive alloys: developing experimental techniques to characterize material failure for alloys of aluminum, magnesium and steel sheets; advanced material models for deformation and failure: constitutive models that describe anisotropy of plastic deformation and failure; modeling microstructure evolution in solidifying metals; and cellular automata models for microstructure evolution.",,Lightweight metals,Stress and fracture,High strength steel,,,,,,,,,,,,,x,,,,,x,,,,Err:507,,,,,x,,
University of Guelph,"Thomas, Daniel",Electrochemical Technology Centre,Developing solid oxide fuel cell power plants to replace the internal combustion engine in cars and light trucks.,,Batteries and fuel cells,,,,,,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Guelph,"Trick, Lana",DRiVE Lab,"Memory and aging, car crash risk relating to age and attention.","Ontario Research Fund - Infrastructure: Drive Lab 2.0: Driving Simulator and Motion Capture System for a Multidisciplinary Team to Study Age-Differences in Collision Risk, Innovations in in-vehicle Devices and Vehicle-controls.
Canadian Foundation for Innovation: Drive Lab 2.0: Driving simulator and motion capture system for a multidisciplinary team to study age-differences in collision risk, innovations in in-vehicle devices and vehicle controls.
NSERC (Discovery Grants Program): Object individuation in enumeration and multiple-object tracking. ",Injury Prevention,,,,,,,,,,,,,,,,,,x,,,,,,Err:507,,,,,,,
University of Guelph,"Wells, Mary",,"Casting of light metals, hot deformation of metallic materials, processing modelling, structural crashworthiness of lightweight metals.","NSERC (Collaborative Research and Development Grants): Thermal analysis of aluminum alloy furnace brazing.
Ontario Research Fund - Infrastructure: Engineering of Advanced Metallic Manufacturing Processes using a Gleeble 3500 Thermomechanical Simulator",Lightweight metals,Forming and joining,Crashworthiness,,,,,,,,,,x,,x,,,,,,x,,,,Err:507,,,,,,,
University of Guelph,"Yang, Simon",Advanced Robotics & Intelligent Systems Lab,"Intelligent sensing, path planning, tracking and control of unmanned autonomous vehicles; and systems for the intelligent cooperation and teleoperation of multi-unmanned autonomous vehicles.",,Autonomy and AI,Sensors,Control,,,,x,,,,,x,,,,,,,,,,,,,Err:507,,,x,,,,
University of Ontario Institute of Technology (UOIT),"Barari, Ahmad",Automotive Centre of Excellence (ACE),"Automotive body and structural design, vehicle structural stiffness, durability, and fatigue analysis.","NSERC (Engage Grants Program): Vapour treatment to improve surface quality of fused deposition modeling products.
NSERC (Discovery Grants Program): Integrated platform for coordinate metrology to enhance adaptability.",Vehicle design,Stress and fracture,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,x,,x
University of Ontario Institute of Technology (UOIT),"Berg, Peter",Automotive Centre of Excellence (ACE),"Fuel cells, traffic flow theory.",No NSERC. (Since 2013),Batteries and fuel cells,,,,,,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Ontario Institute of Technology (UOIT),"Bonetta, Dario",Automotive Centre of Excellence (ACE),Conversion of biomass cellulose to fuels through genetic techniques.,NSERC (Discovery Grants Program): Cellulose synthesis and regulation in plants.,Alternative fuels,,,,,x,,,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Ontario Institute of Technology (UOIT),"Chaab, Martin Agelin",Clean Energy Research Lab (CERL),"Bluff body/ground vehicle aerodynamics, turbulent flows, vehicle and battery thermal analyses, sustainable energy systems.","NSERC (Discovery Grants Program): Aerodynamics of Complex Bluff Bodies in Ground Proximity.
NSERC (Engage Plus Grants Program): Aerodynamic Analysis of a Pollution Control Technology.
NSERC (Engage Grants Program): Development of Climatic Testing Techniques for E-bikes, and Cross-wind Aerodynamic Studies.",Vehicle design,Batteries and fuel cells,Alternative fuels,,,x,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,x
University of Ontario Institute of Technology (UOIT),"Dincer, Ibrahim","Automotive Centre of Excellence (ACE)
Clean Energy Research Lab (CERL)","Electric/hybrid vehicles, fuel cells, energy and exergy analysis, energy storage systems, vehicle thermal management.",,Hybrid and electric vehicles,Batteries and fuel cells,,,,,,x,,,,,,,,,x,,,,,,,,Err:507,,,,,,,
University of Ontario Institute of Technology (UOIT),"Dong, Min",Automotive Centre of Excellence (ACE),"Wireless access in vehicles, mobile networks and signal processing for communication systems.","NSERC (Discovery Grants Program): Cooperative and Cognitive Designs towards Resource-Efficicent Wireless Communications.
NSERC (Discovery Grants Program): Enhanced Cyclic Solvent Process and Its Fundamentals for Oil Sands and Heavy Oil Recovery. ",Networks and security,,,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,,,,
University of Ontario Institute of Technology (UOIT),"Easton, Brad",Automotive Centre of Excellence (ACE),Fuel cell electrodes and nanomaterials.,"NSERC (Strategic Projects): Water and Ion Transport in Ceramic Carbon Electrodes for Fuel Cells. 
NSERC (Discovery Grants Program): Understading the Activity and Stability of Electrode Materials Targeted for Clean Energy Applications through Diagnostic Impedance Measurements. ",Batteries and fuel cells,Nanotechnology,,,,,,x,,,,,,,,,,,,,,,x,,Err:507,,,,,,,
University of Ontario Institute of Technology (UOIT),"Eklund, Mikael",Automotive Centre of Excellence (ACE),"Communications, software and electronics: Control systems and electronics for vehicles and autonomous systems, non-linear system identification.",,Software,Electronics,Control,Networks and security,Autonomy and AI,,x,,,,,x,,x,,,,,,,,,,x,Err:507,,,,x,,,
University of Ontario Institute of Technology (UOIT),"El-Gindy, Moustafa",Automotive Centre of Excellence (ACE),"Vehicle design and crash testing, automotive engineering, vehicle dynamics and control, tire-terrain interaction modelling.","Ontario Research Fund - Infrastructure: Driver-Truck-Road Interaction Simulator. 
NSERC (Disocvery Grants Program): Modeling Tire-Soil Interaction Using Finite Element Analysis and Smooth Particle Hydrodynamics. ",Vehicle design,Crashworthiness,Control,,,,,,,,,x,x,,,,,,,,,,,,Err:507,,,,,,,x
University of Ontario Institute of Technology (UOIT),"El-Khatib, Khalil",Developing Next Generation Intelligent Vehicular Networks and Applications (DIVA) Network,"Cloud computing, personal and service mobility, QoS for multimedia applications, security and privacy in wireless sensor networks, ubiquitous computing environments.",,Networks and security,Software,Transportation and charging,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,,x,,x,
University of Ontario Institute of Technology (UOIT),"Esmailzadeh, Ebrahim",Automotive Centre of Excellence (ACE),"Active vibration control and optimal control systems, intelligent and electric vehicles, vehicle dynamics and performance.",NSERC (Discovery Grants Program): Nonlinear Vibration and Stability Analysis of Nano-scale Elastic Beam-type Structures. ,"Noise, vibration and harshness",Control,Hybrid and electric vehicles,,,,,,,,,x,,,,,x,,,,,,,,Err:507,,,,,,,
University of Ontario Institute of Technology (UOIT),"Gabbar, Hossam",Automotive Centre of Excellence (ACE),"Grid-to-vehicle/vehicle-to-grid, safety design and fault diagnosis in HEVs.","NSERC (Discovery Grants Program): Intelligent safety systems for energy & production facilities.
NSERC (Engage Grants Program): Performance optimization of CHP systems with co-simulation and intelligent control systems.",Transportation and charging,Injury Prevention,Hybrid and electric vehicles,,,,,,,,,,,,,,x,,x,,,,,,Err:507,,,,,,x,
University of Ontario Institute of Technology (UOIT),"Gaspari, Franco",Automotive Centre of Excellence (ACE),Hot carrier betavoltaics.,No NSERC. (Since 2013),Electronics,,,,,,,,,,,,,x,,,,,,,,,,,Err:507,,,,,,,
University of Ontario Institute of Technology (UOIT),"Ham, Marnie",Automotive Centre of Excellence (ACE),"Sheet metal forming, surface texture and quality, life-cycle engineering, ecodesign, statistical quality control.",No NSERC. (Since 2012),Forming and joining,Lightweight metals,,,,,,,,,,,,,x,,,,,,x,,,,Err:507,,,,,,,
University of Ontario Institute of Technology (UOIT),"He, Yuping",Automotive Centre of Excellence (ACE),"Automated design synthesis, modelling and simulation, mechatronic systems, vehicle dynamics and performance.","Ontario Research Fund - Infrastructure: Simulating Motor Vehicle Operation to Help Reduce Injuries and Deaths Due to Motor Vehicle Accidents.
NSERC (Discovery Grants Program): Design of Active Saftey Systems for Long Combination Vehicles Considering Driver-Vehicle-Road Interactions.
NSERC (Engage Grants Program): Development of an Active Tralier Differential Braking System for Car-Trailer Combinations. ",Vehicle design,Mechatronics,Injury Prevention,,,,,,,,,,,,,,,,x,,,x,,,Err:507,,,,,,,x
University of Ontario Institute of Technology (UOIT),"Kishawy, Hossam",Automotive Centre of Excellence (ACE),"High-speed machining, modelling and optimization, residual stresses and stress analysis., automotive manufacturing.","NSERC (Discovery Grants Program): Machining of Metal Matrix Composite - Process Modelling, Tool Wear and Surface Integrity. ",Forming and joining,Stress and fracture,Industrial processes,,,,,,,,,,,,x,,,x,,,,,,,Err:507,,,,,x,,
University of Ontario Institute of Technology (UOIT),"Liscano, Ramiro",Automotive Centre of Excellence (ACE),"Automotive software systems, sensor network applications for vehicles.",NSERC (Dicovery Grants Program): Supporting Autonomic Behaviour in Mobile Wireless Sensor Networks for the Internet of Things. ,Software,Sensors,Networks and security,,,,,,,,,,,,,,,,,,,,,x,Err:507,,,x,x,,,
University of Ontario Institute of Technology (UOIT),"Milman, Ruth",Automotive Centre of Excellence (ACE),"Communications, software and electronics: Systems control and optimization, non-linear control, constrained syustems.",No NSERC. (Since 2015),Software,Electronics,Control,,,,,,,,,x,,x,,,,,,,,,,,Err:507,,,,x,,,
University of Ontario Institute of Technology (UOIT),"Mohany, Atef",Automotive Centre of Excellence (ACE),"Aero acoustics, noise vibration and harshness (NVH), active noise and vibration control, reliability testing and fatigue assessment.",,"Noise, vibration and harshness",Stress and fracture,,,,,,,,,,,,,,,,,,,,,,,Err:507,,,,,x,,
University of Ontario Institute of Technology (UOIT),"Naterer, Greg","Automotive Centre of Excellence (ACE)
Clean Energy Research Lab (CERL)","Hydrogen energy systems and hydrogen fuel production, heat transfer, fluid mechanics, battery cooling/heating systems, fuel cells.","Former Canada Research Chair in Advanced Energy Systems
NSERC (Discovery Grants Program): Entropy Based Design and Convective Heat Transfer in Multiphase Flows.",Alternative fuels,Batteries and fuel cells,,,,x,,x,,,,,,,,,,,,,,,,,Err:507,,,,,,,
University of Ontario Institute of Technology (UOIT),"Nokleby, Scott",Automotive Centre of Excellence (ACE),"Robotics, mechatronics, automation.","Comeco Associate Research Chair in Nuclear Fuel
NSERC (Discovery Grants Program):  Integrated kinematic control of mobile-manipulator systems.
NSERC (Collaborative Research and Development Grants): Automated radiation profiling and shotcreting of uranium mine drifts.",Industrial processes,,,,,,,,,,,,,,,,,x,,,,,,,Err:507,,,,,,,
